name,Code,Barcode Symbology,Brand,Category Code,Unit Code,Sale Unit Code, Purchase Unit Code,Cost,Price,Alert Quantity, Tax Rate Name,Tax Method,Image,Subcategory Code,Product Variants Separated by |,Custom Field 1,Custom Field 2,Custom Field 3,Custom Field 4,Custom Field 5,Custom Field 6,HSN Code,Secondary Name,Details,Invoice Details,Supplier Name,Supplier Part No,Supplier Price,Supplier 2 Name,Supplier 2 Part No,Supplier 2 Price,Supplier 3 Name,Supplier 3 Part No,Supplier 3 Price,Supplier 4 Name,Supplier 4 Part No,Supplier 4 Price,Supplier 5 Name,Supplier 5 Part No,Supplier 5 Price
Gotv Aerials,GAS,code128,Hardware Materials,HW001,U002,U002,U002,383,479,10,VAT,inclusive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2 pin connectors,2PC,code128,Hardware Materials,HW001,U002,U002,U002,139,174,10,VAT,inclusive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2*1 RCA,RCA,code128,Hardware Materials,HW001,U002,U002,U002,29,36,10,VAT,inclusive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4 pin connectors,PC,code128,Hardware Materials,HW001,U002,U002,U002,255,319,10,VAT,inclusive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Full moon mix,FMX,code128,Hardware Materials,HW001,U002,U002,U002,2030,2538,10,VAT,inclusive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600*600 Squire led,SL,code128,Hardware Materials,HW001,U002,U002,U002,2146,2683,10,VAT,inclusive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gatelight angel,GA,code128,Hardware Materials,HW001,U002,U002,U002,986,1233,10,VAT,inclusive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gatelight straight,GS,code128,Hardware Materials,HW001,U002,U002,U002,986,1233,10,VAT,inclusive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4ft dust proof led,4DPL,code128,Hardware Materials,HW001,U002,U002,U002,522,653,10,VAT,inclusive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2ft dust proof led,2DPL,code128,Hardware Materials,HW001,U002,U002,U002,406,508,10,VAT,inclusive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3watts downlighter,3D,code128,Hardware Materials,HW001,U002,U002,U002,151,189,10,VAT,inclusive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3watts downlighters,3DS,code128,Hardware Materials,HW001,U002,U002,U002,209,261,10,VAT,inclusive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3*3 downlighters,3DDS,code128,Hardware Materials,HW001,U002,U002,U002,290,363,10,VAT,inclusive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6 watts downlighters,6WS,code128,Hardware Materials,HW001,U002,U002,U002,232,290,10,VAT,inclusive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6 watts,6W,code128,Hardware Materials,HW001,U002,U002,U002,290,363,10,VAT,inclusive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6*3 downlighters,6D,code128,Hardware Materials,HW001,U002,U002,U002,406,508,10,VAT,inclusive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12 watts,12W,code128,Hardware Materials,HW001,U002,U002,U002,348,435,10,VAT,inclusive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18watts,18W,code128,Hardware Materials,HW001,U002,U002,U002,522,653,10,VAT,inclusive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20mm pipes,20P,code128,Hardware Materials,HW001,U002,U002,U002,90,113,10,VAT,inclusive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mini trunking,MT,code128,Hardware Materials,HW001,U002,U002,U002,90,113,10,VAT,inclusive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100*100 PVC adaptor box,100PVC,code128,Hardware Materials,HW001,U002,U002,U002,162,203,10,VAT,inclusive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150*150 PVC adaptor box,150PVC,code128,Hardware Materials,HW001,U002,U002,U002,290,363,10,VAT,inclusive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200*200 PVC adaptor box,200PVC,code128,Hardware Materials,HW001,U002,U002,U002,406,508,10,VAT,inclusive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4*4 metallic adaptor box,MAB,code128,Hardware Materials,HW001,U002,U002,U002,93,116,10,VAT,inclusive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6*6 metallic,6M,code128,Hardware Materials,HW001,U002,U002,U002,116,145,10,VAT,inclusive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9*9 metallic,9M,code128,Hardware Materials,HW001,U002,U002,U002,186,232,10,VAT,inclusive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coloured bulb 5W,CB5,code128,Hardware Materials,HW001,U002,U002,U002,81,102,10,VAT,inclusive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Candle bulb screw type 12W,CBS12,code128,Hardware Materials,HW001,U002,U002,U002,104,131,10,VAT,inclusive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4 ft tubes coloured,4TC,code128,Hardware Materials,HW001,U002,U002,U002,174,218,10,VAT,inclusive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5 watts A/C,5WA,code128,DPLIGHTS,HW001,U002,U002,U002,53,67,10,VAT,inclusive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7 watts A/C,7WA,code128,DPLIGHTS,HW001,U002,U002,U002,66,83,10,VAT,inclusive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9 watts A/C,9WA,code128,DPLIGHTS,HW001,U002,U002,U002,79,99,10,VAT,inclusive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18 watts CUP A/C,18WA,code128,DPLIGHTS,HW001,U002,U002,U002,139,174,10,VAT,inclusive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30 watts A/C,30WA,code128,DPLIGHTS,HW001,U002,U002,U002,220,276,10,VAT,inclusive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40 watts A/C,40WA,code128,DPLIGHTS,HW001,U002,U002,U002,278,348,10,VAT,inclusive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18 watts UFO A/C,18WU,code128,DPLIGHTS,HW001,U002,U002,U002,255,319,10,VAT,inclusive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100 watts rechargeable,100WR,code128,DPLIGHTS,HW001,U002,U002,U002,580,725,10,VAT,inclusive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150 watts rechargeable,150WR,code128,DPLIGHTS,HW001,U002,U002,U002,696,870,10,VAT,inclusive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12 watts intelligent,12WI,code128,DPLIGHTS,HW001,U002,U002,U002,267,334,10,VAT,inclusive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15 watts intelligent,15WI,code128,DPLIGHTS,HW001,U002,U002,U002,278,406,10,VAT,inclusive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20 watts floodlight,20WF,code128,DPLIGHTS,HW001,U002,U002,U002,580,725,10,VAT,inclusive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30 watts floodlight,30WF,code128,DPLIGHTS,HW001,U002,U002,U002,754,1742,10,VAT,inclusive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50 watts floodlight,50WF,code128,DPLIGHTS,HW001,U002,U002,U002,1044,2902,10,VAT,inclusive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100 watts floodlight,100WF,code128,DPLIGHTS,HW001,U002,U002,U002,1740,4054,10,VAT,inclusive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Earthrod 4ft small,E4S,code128,Hardware Materials,HW001,U002,U002,U002,104,131,10,VAT,inclusive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Earthrod 4ft big,E4S,code128,Hardware Materials,HW001,U002,U002,U002,313,392,10,VAT,inclusive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rail rod,RR,code128,Hardware Materials,HW001,U002,U002,U002,93,116,10,VAT,inclusive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.0 Coast cable,6CC,code128,COAST,HW001,U002,U002,U002,129,162,10,VAT,inclusive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6.0 Evin cable,6EC,code128,EVIN,HW001,U002,U002,U002,63,139,10,VAT,inclusive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TV jack plastic,TVJP,code128,Hardware Materials,HW001,U002,U002,U002,9,12,10,VAT,inclusive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
T- Jack pins,TJP,code128,Hardware Materials,HW001,U002,U002,U002,23,29,10,VAT,inclusive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F- connector,FC,code128,Hardware Materials,HW001,U002,U002,U002,6,7,10,VAT,inclusive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thread jacks,TJ,code128,Hardware Materials,HW001,U002,U002,U002,8,10,10,VAT,inclusive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gotv jacks,GJS,code128,Hardware Materials,HW001,U002,U002,U002,17,22,10,VAT,inclusive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fridgeguards,FG,code128,Hardware Materials,HW001,U002,U002,U002,441,551,10,VAT,inclusive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tv guard,TVG,code128,Hardware Materials,HW001,U002,U002,U002,441,551,10,VAT,inclusive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20mm coplers,20CS,code128,Hardware Materials,HW001,U002,U002,U002,2,3,10,VAT,inclusive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20mm n/ bend,20B,code128,Hardware Materials,HW001,U002,U002,U002,6,7,10,VAT,inclusive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25mm pipes,20MP,code128,Hardware Materials,HW001,U002,U002,U002,162,203,10,VAT,inclusive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25mm coplers,20MC,code128,Hardware Materials,HW001,U002,U002,U002,6,7,10,VAT,inclusive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25mm n/ bend,25MNB,code128,Hardware Materials,HW001,U002,U002,U002,6,7,10,VAT,inclusive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32mm pipes,32P,code128,Hardware Materials,HW001,U002,U002,U002,209,261,10,VAT,inclusive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
single switch boxes,SSB,code128,Hardware Materials,HW001,U002,U002,U002,12,15,10,VAT,inclusive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Twin switch boxes,TSB,code128,Hardware Materials,HW001,U002,U002,U002,20,25,10,VAT,inclusive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Single metre box,SMB,code128,Hardware Materials,HW001,U002,U002,U002,174,218,10,VAT,inclusive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Twin metre box,TMB,code128,Hardware Materials,HW001,U002,U002,U002,406,508,10,VAT,inclusive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13*13 powder coated,13PC,code128,Hardware Materials,HW001,U002,U002,U002,1276,1595,10,VAT,inclusive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15*15 powder coated,15PC,code128,Hardware Materials,HW001,U002,U002,U002,1856,2320,10,VAT,inclusive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20mm sadles clips,20MSC,code128,Hardware Materials,HW001,U002,U002,U002,2,3,10,VAT,inclusive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8mm tower clips,8MTC,code128,Hardware Materials,HW001,U002,U002,U002,46,58,10,VAT,inclusive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9mm towe clips,9MTC,code128,Hardware Materials,HW001,U002,U002,U002,58,73,10,VAT,inclusive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10mm tower clips,10MTC,code128,Hardware Materials,HW001,U002,U002,U002,64,80,10,VAT,inclusive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12mm tower clips,12MTC,code128,Hardware Materials,HW001,U002,U002,U002,70,87,10,VAT,inclusive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
twin cut out,TCC,code128,Hardware Materials,HW001,U002,U002,U002,429,537,10,VAT,inclusive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Toplug black,TB,code128,Hardware Materials,HW001,U002,U002,U002,52,65,10,VAT,inclusive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Toplug H/G,THG,code128,Hardware Materials,HW001,U002,U002,U002,75,94,10,VAT,inclusive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Toplug UK,TUK,code128,Hardware Materials,HW001,U002,U002,U002,35,44,10,VAT,inclusive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10yrd tapes,10YT,code128,Hardware Materials,HW001,U002,U002,U002,46,58,10,VAT,inclusive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20 yrd tapes,20YT,code128,Hardware Materials,HW001,U002,U002,U002,93,116,10,VAT,inclusive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gypsum screw,GS,code128,Hardware Materials,HW001,U002,U002,U002,1,3,10,VAT,inclusive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steel nail mix,SNM,code128,Hardware Materials,HW001,U002,U002,U002,232,290,10,VAT,inclusive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2Ba screws,2BS,code128,Hardware Materials,HW001,U002,U002,U002,2,3,10,VAT,inclusive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4Ba screws,4BS,code128,Hardware Materials,HW001,U002,U002,U002,2,3,10,VAT,inclusive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2ft tubes led,2TL,code128,Hardware Materials,HW001,U002,U002,U002,151,189,10,VAT,inclusive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4ft tube led,4TB,code128,Hardware Materials,HW001,U002,U002,U002,162,203,10,VAT,inclusive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4ft fitting led,4FL,code128,Hardware Materials,HW001,U002,U002,U002,151,348,10,VAT,inclusive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5 watts A/C led,5WAL,code128,Hardware Materials,HW001,U002,U002,U002,52,65,10,VAT,inclusive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7 watts A/C led,7WAL,code128,Hardware Materials,HW001,U002,U002,U002,66,83,10,VAT,inclusive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9 watts A/C led,9ACL,code128,Hardware Materials,HW001,U002,U002,U002,81,102,10,VAT,inclusive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12 watts A/C led,12WACL,code128,Hardware Materials,HW001,U002,U002,U002,90,250,10,VAT,inclusive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30 watts A/C led,30WACL,code128,Hardware Materials,HW001,U002,U002,U002,190,300,10,VAT,inclusive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40 watts A/C led,40WACL,code128,Hardware Materials,HW001,U002,U002,U002,240,450,10,VAT,inclusive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25mm bending spring,25MBS,code128,Hardware Materials,HW001,U002,U002,U002,180,320,10,VAT,inclusive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20mm bending spring,20MBBS,code128,Hardware Materials,HW001,U002,U002,U002,150,300,10,VAT,inclusive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steel tape,ST,code128,Hardware Materials,HW001,U002,U002,U002,150,300,10,VAT,inclusive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steel tape tronic,STT,code128,TRONIC,HW001,U002,U002,U002,550,850,10,VAT,inclusive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2way consumer zy,2CZY,code128,Hardware Materials,HW001,U002,U002,U002,300,450,10,VAT,inclusive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4way Consumer zy,4WACZY,code128,Hardware Materials,HW001,U002,U002,U002,500,750,10,VAT,inclusive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6way Consumer,5WC,code128,Hardware Materials,HW001,U002,U002,U002,700,1000,10,VAT,inclusive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4way tronic consumer,4WTC,code128,TRONIC,HW001,U002,U002,U002,1800,2300,10,VAT,inclusive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6way tronic,6WT,code128,Hardware Materials,HW001,U002,U002,U002,2500,3000,10,VAT,inclusive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Round covers small,RCS,code128,Hardware Materials,HW001,U002,U002,U002,5,10,10,VAT,inclusive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Round covers big,RCB,code128,Hardware Materials,HW001,U002,U002,U002,10,20,10,VAT,inclusive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Single blanking covers,SBSC,code128,Hardware Materials,HW001,U002,U002,U002,13,30,10,VAT,inclusive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Twin blanking,TWB,code128,Hardware Materials,HW001,U002,U002,U002,20,50,10,VAT,inclusive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Magpow glue,MWG,code128,Hardware Materials,HW001,U002,U002,U002,260,350,10,VAT,inclusive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Straight holders big,SHB,code128,Hardware Materials,HW001,U002,U002,U002,55,120,10,VAT,inclusive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Angle holders big,AHB,code128,Hardware Materials,HW001,U002,U002,U002,60,100,10,VAT,inclusive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Straight holders small,SHSS,code128,Hardware Materials,HW001,U002,U002,U002,28,50,10,VAT,inclusive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Angle holders small,AHS,code128,Hardware Materials,HW001,U002,U002,U002,28,60,10,VAT,inclusive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hanging holder big,HHB,code128,Hardware Materials,HW001,U002,U002,U002,40,100,10,VAT,inclusive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hanging holder small,HHS,code128,Hardware Materials,HW001,U002,U002,U002,20,40,10,VAT,inclusive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bulkhead led 15watts,BL15W,code128,Hardware Materials,HW001,U002,U002,U002,280,350,10,VAT,inclusive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bulkhead led 20watts,BLE20,code128,Hardware Materials,HW001,U002,U002,U002,380,450,10,VAT,inclusive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bulkhead square led,BSL,code128,Hardware Materials,HW001,U002,U002,U002,280,400,10,VAT,inclusive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bulkhead Glass windsor,BGW,code128,Hardware Materials,HW001,U002,U002,U002,380,450,10,VAT,inclusive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ball fitting,BF,code128,Hardware Materials,HW001,U002,U002,U002,300,400,10,VAT,inclusive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Garden lights,GAL,code128,Hardware Materials,HW001,U002,U002,U002,850,1200,10,VAT,inclusive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1 gang 2way switch,1G2S,code128,LOYA,HW001,U002,U002,U002,58,116,10,VAT,inclusive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1gang 2way windsor,1G2WW,code128,WINDSOR,HW001,U002,U002,U002,85,120,10,VAT,inclusive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2gang 2way loya,2G2WL,code128,LOYA,HW001,U002,U002,U002,70,150,10,VAT,inclusive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2gang 2way windsor,2G2WW,code128,WINDSOR,HW001,U002,U002,U002,125,150,10,VAT,inclusive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3gang 2way linear,3G2WL,code128,Hardware Materials,HW001,U002,U002,U002,130,150,10,VAT,inclusive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3gang 2 way loya,3G2WLS,code128,Hardware Materials,HW001,U002,U002,U002,100,150,10,VAT,inclusive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4gang 2way linear,4G2WL,code128,Hardware Materials,HW001,U002,U002,U002,250,350,10,VAT,inclusive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Intermediate switch,INS,code128,SCANFORD,HW001,U002,U002,U002,180,300,10,VAT,inclusive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20A DP switch,20ADP,code128,WINDSOR,HW001,U002,U002,U002,210,350,10,VAT,inclusive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45A DP switch,45AS,code128,WINDSOR,HW001,U002,U002,U002,350,450,10,VAT,inclusive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
single socket loya,SNSFS,code128,LOYA,HW001,U002,U002,U002,75,120,10,VAT,inclusive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
single socket windsor,SSW,code128,WINDSOR,HW001,U002,U002,U002,130,200,10,VAT,inclusive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Twin socket loya,TWSL,code128,Hardware Materials,HW001,U002,U002,U002,180,250,10,VAT,inclusive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
twin socket windsor,TSW,code128,Hardware Materials,HW001,U002,U002,U002,220,350,10,VAT,inclusive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cooker unit Scanford,CUS,code128,Hardware Materials,HW001,U002,U002,U002,380,600,10,VAT,inclusive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cooker unit powermax,CUP,code128,Hardware Materials,HW001,U002,U002,U002,550,750,10,VAT,inclusive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cooker connector scanford,CCS,code128,Hardware Materials,HW001,U002,U002,U002,200,300,10,VAT,inclusive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tv outlet HTC,TVOHTC,code128,Hardware Materials,HW001,U002,U002,U002,170,250,10,VAT,inclusive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Horizon shower,HS,code128,Hardware Materials,HW001,U002,U002,U002,850,1300,10,VAT,inclusive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fame shower,FS,code128,Hardware Materials,HW001,U002,U002,U002,1950,2500,10,VAT,inclusive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lorenzetti shower,LS,code128,Hardware Materials,HW001,U002,U002,U002,2200,2800,10,VAT,inclusive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Photoceil,PCL,code128,Hardware Materials,HW001,U002,U002,U002,750,1000,10,VAT,inclusive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Infrared motion sensor,INSSW,code128,WINDSOR,HW001,U002,U002,U002,800,1000,10,VAT,inclusive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3*3 RCA,3RCA,code128,Hardware Materials,HW001,U002,U002,U002,30,50,10,VAT,inclusive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Radio cords,RCSS,code128,Hardware Materials,HW001,U002,U002,U002,28,60,10,VAT,inclusive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Snakelight multicolour slim,SMSS,code128,Hardware Materials,HW001,U002,U002,U002,38,200,10,VAT,inclusive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Snakelight multicolour wide,SMWS,code128,Hardware Materials,HW001,U002,U002,U002,38,45,10,VAT,inclusive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MCB,MCSB,code128,Hardware Materials,HW001,U002,U002,U002,100,200,10,VAT,inclusive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Double poles,SPDP,code128,ANDELI,HW001,U002,U002,U002,210,300,10,VAT,inclusive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Single cut out,SCO,code128,Hardware Materials,HW001,U002,U002,U002,270,350,10,VAT,inclusive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tester small,TSSS,code128,Hardware Materials,HW001,U002,U002,U002,28,50,10,VAT,inclusive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tester big,TBBB,code128,Hardware Materials,HW001,U002,U002,U002,45,70,10,VAT,inclusive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9watts tronic pin,9TPIN,code128,Hardware Materials,HW001,U002,U002,U002,95,200,10,VAT,inclusive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9 watts tronic screw,9WTSC,code128,Hardware Materials,HW001,U002,U002,U002,95,200,10,VAT,inclusive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.5 singles cable coast,15SCS,code128,Hardware Materials,HW001,U002,U002,U002,28,35,10,VAT,inclusive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.5 single cable coast,25SCC,code128,Hardware Materials,HW001,U002,U002,U002,47,65,10,VAT,inclusive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0 single cable coast,4SCB,code128,Hardware Materials,HW001,U002,U002,U002,76,110,10,VAT,inclusive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.5 twin earth coast,15TEC,code128,Hardware Materials,HW001,U002,U002,U002,89,120,10,VAT,inclusive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.5 twin earth coast cable,25TECC,code128,Hardware Materials,HW001,U002,U002,U002,147,190,10,VAT,inclusive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.5 single evin cable,15SCS,code128,Hardware Materials,HW001,U002,U002,U002,15,30,10,VAT,inclusive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.5 evin cable singles,25ESDK,code128,Hardware Materials,HW001,U002,U002,U002,22,40,10,VAT,inclusive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4.0 evin cable,4EB,code128,Hardware Materials,HW001,U002,U002,U002,43,80,10,VAT,inclusive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.5 twin earth evin cable,SKD,code128,Hardware Materials,HW001,U002,U002,U002,46,90,10,VAT,inclusive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2.5 twin earth evin cable,SKIEJ,code128,Hardware Materials,HW001,U002,U002,U002,79,160,10,VAT,inclusive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4way boxes,JKSO,code128,Hardware Materials,HW001,U002,U002,U002,10,25,10,VAT,inclusive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3way boxes,KSLOW,code128,Hardware Materials,HW001,U002,U002,U002,10,25,10,VAT,inclusive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deep pattress,KJSJE,code128,Hardware Materials,HW001,U002,U002,U002,18,30,10,VAT,inclusive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Twin pattress,JDWPN,code128,Hardware Materials,HW001,U002,U002,U002,28,50,10,VAT,inclusive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Double enclosure,JDH,code128,Hardware Materials,HW001,U002,U002,U002,50,80,10,VAT,inclusive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9*9 suboards,NANNR,code128,Hardware Materials,HW001,U002,U002,U002,65,150,10,VAT,inclusive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4way extension RK, NKRFR,code128,Hardware Materials,HW001,U002,U002,U002,200,300,10,VAT,inclusive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5Way extension RK,5WERK,code128,Hardware Materials,HW001,U002,U002,U002,250,400,10,VAT,inclusive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6way extension RK,6WERK,code128,Hardware Materials,HW001,U002,U002,U002,300,500,10,VAT,inclusive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
