name,Code,Barcode Symbology,Brand,Category Code,Unit Code,Sale Unit Code, Purchase Unit Code,Cost,Price,Alert Quantity, Tax Rate Name,Tax Method,Image,Subcategory Code,Product Variants Separated by |,Custom Field 1,Custom Field 2,Custom Field 3,Custom Field 4,Custom Field 5,Custom Field 6,HSN Code,Secondary Name,Details,Invoice Details,Supplier Name,Supplier Part No,Supplier Price,Supplier 2 Name,Supplier 2 Part No,Supplier 2 Price,Supplier 3 Name,Supplier 3 Part No,Supplier 3 Price,Supplier 4 Name,Supplier 4 Part No,Supplier 4 Price,Supplier 5 Name,Supplier 5 Part No,Supplier 5 Price
TRONIC CONSUMER UNIT 16 WAYS SP EMPTY WITH 100 AMPS,TMSKM11,code128,TRONIC,HW001,U002,U002,U002,3901,5800,10,VAT,inclusive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSULATING TAPE BLACK - TRONIC IT 01BK,INTBT0,code128,TRONIC,HW001,U002,U002,U002,36,70,10,VAT,inclusive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSULATING TAPE RED 20YARDS NEW TRONIC IT 01RD-20,INTBT01,code128,TRONIC,HW001,U002,U002,U002,69,150,10,VAT,inclusive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INSULATING TAPE BLACK 20YARDS NEW TRONIC IT 01BK-20,INTBT02,code128,TRONIC,HW001,U002,U002,U002,69,150,10,VAT,inclusive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUBE LED T8 18W GLASS TRONIC LE T818-GL-DL,INTBT03,code128,TRONIC,HW001,U002,U002,U002,150,250,10,VAT,inclusive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUBE LED T8 9W GLASS TRONIC LE T809-GL-DL,INTBT04,code128,TRONIC,HW001,U002,U002,U002,122,200,10,VAT,inclusive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FITTING ESTIA LED 4FT EST LTFE-18,INTBT05,code128,TRONIC,HW001,U002,U002,U002,124,350,10,VAT,inclusive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FITTING ESTIA LED 2FT EST LTFE-09,INTBT06,code128,TRONIC,HW001,U002,U002,U002,105,200,10,VAT,inclusive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HEATER TRONIC 1800WTS HI 1800,INTBT07,code128,TRONIC,HW001,U002,U002,U002,595,800,10,VAT,inclusive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CABLE TIES 150 X 3.6 WHITE TRONIC NT 0150-36,INTBT08,code128,TRONIC,HW001,U002,U002,U002,2,5,10,VAT,inclusive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CABLE TIES 150 X 3.6 BLACK TRONIC NT 0150-36-BK,INTBT09,code128,TRONIC,HW001,U002,U002,U002,2,5,10,VAT,inclusive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CABLE TIES 200 X 3.6 WHITE TRONIC NT 0200-36,INTBT010,code128,TRONIC,HW001,U002,U002,U002,2,10,10,VAT,inclusive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CABLE TIES 200 X 3.6 BLACK TRONIC NT 0200-36-BK,INTBT00,code128,TRONIC,HW001,U002,U002,U002,2,10,10,VAT,inclusive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CABLE TIES 250 X 3.6 WHITE TRONIC NT 0250-36,INTBT011,code128,TRONIC,HW001,U002,U002,U002,3,10,10,VAT,inclusive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CABLE TIES 250 X 3.6 BLACK TRONIC NT 0250-36-BK,INTBT00393,code128,TRONIC,HW001,U002,U002,U002,3,10,10,VAT,inclusive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CABLE TIES 300 X 3.6 WHITE TRONIC NT 0300-36,INTBT02,code128,TRONIC,HW001,U002,U002,U002,3,10,10,VAT,inclusive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CABLE TIES 300 X 3.6 BLACK TRONIC NT 0300-36-BK,CBTNBK,code128,TRONIC,HW001,U002,U002,U002,3,10,10,VAT,inclusive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BULB LED CANDLE FILAMENT 4W E27 LE 0427-FI-CB-WW,FLTSDL,code128,TRONIC,HW001,U002,U002,U002,164,250,10,VAT,inclusive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLOOD LIGHT LED 20W TRONIC SL 1079-02-BK-DL,FLLTSDL,code128,TRONIC,HW001,U002,U002,U002,841,1500,10,VAT,inclusive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLOOD LIGHT LED 30W TRONIC SL 1079-03-BK-DL,FLD1,code128,TRONIC,HW001,U002,U002,U002,1198,3000,10,VAT,inclusive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLOOD LIGHT LED 50W TRONIC SL 1079-05-BK-DL,FLEDBKDL,code128,TRONIC,HW001,U002,U002,U002,1509,3900,10,VAT,inclusive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHOTOCELL SWITCH TRONIC PH 1504-BL,PSTPH,code128,TRONIC,HW001,U002,U002,U002,651,1500,10,VAT,inclusive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SENSOR MOTION INFRARED PH 1511 TRONIC PH 1511-BK,SMITPH,code128,TRONIC,HW001,U002,U002,U002,810,2350,10,VAT,inclusive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WIRE TV CABLE BLACK RG6 100MTR TRONIC RG 6100,WCBRC,code128,TRONIC,HW001,U002,U002,U002,1690,2500,10,VAT,inclusive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WIRE TV CABLE BLACK 300MTRS RG 6300,WTCB,code128,TRONIC,HW001,U002,U002,U002,5216,9500,10,VAT,inclusive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L-shaped milling wrench size 24,LMWS24,code128,Hardware Materials,HW001,U002,U002,U002,710,1200,10,VAT,inclusive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L-shaped milling wrench size 22,LMWS22,code128,Hardware Materials,HW001,U002,U002,U002,630,1000,10,VAT,inclusive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L-shaped milling wrench size size 18,LMWS18,code128,Hardware Materials,HW001,U002,U002,U002,410,900,10,VAT,inclusive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L-shaped milling wrench size 16,LMWS16,code128,Hardware Materials,HW001,U002,U002,U002,280,650,10,VAT,inclusive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L-shaped milling wrench size 15,LMWS15,code128,Hardware Materials,HW001,U002,U002,U002,270,600,10,VAT,inclusive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L-shaped milling wrench size 13,LMWS13,code128,Hardware Materials,HW001,U002,U002,U002,200,500,10,VAT,inclusive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L-shaped milling wrench size 11,LMWS11,code128,Hardware Materials,HW001,U002,U002,U002,160,450,10,VAT,inclusive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L-shaped milling wrench size 9,LMWS9,code128,Hardware Materials,HW001,U002,U002,U002,130,350,10,VAT,inclusive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L-shaped milling wrench size 8,LMWS8,code128,Hardware Materials,HW001,U002,U002,U002,110,250,10,VAT,inclusive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L-shaped milling wrench size 7,LMWS7,code128,Hardware Materials,HW001,U002,U002,U002,110,250,10,VAT,inclusive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L-shaped milling wrench size 6,LMWS6,code128,Hardware Materials,HW001,U002,U002,U002,110,250,10,VAT,inclusive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orange horizontal ruler spirit level,OHRSL,code128,Hardware Materials,HW001,U002,U002,U002,740,1500,10,VAT,inclusive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harksaw frame,HFSA,code128,Hardware Materials,HW001,U002,U002,U002,705,1200,10,VAT,inclusive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pipe wrench,CLH,code128,Hardware Materials,HW001,U002,U002,U002,1970,2800,10,VAT,inclusive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Claw hammer,TBS,code128,Hardware Materials,HW001,U002,U002,U002,530,1200,10,VAT,inclusive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tool box small,TBSFG,code128,Hardware Materials,HW001,U002,U002,U002,3845,4500,10,VAT,inclusive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tool box big,OES32,code128,Hardware Materials,HW001,U002,U002,U002,5260,8500,10,VAT,inclusive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Open ended spanner size 32,OES30,code128,Hardware Materials,HW001,U002,U002,U002,710,1100,10,VAT,inclusive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Open ended spanner size 30,OES28,code128,Hardware Materials,HW001,U002,U002,U002,640,900,10,VAT,inclusive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Open ended spanner size 28,OES27,code128,Hardware Materials,HW001,U002,U002,U002,630,850,10,VAT,inclusive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Open ended spanner size 27,OES24,code128,Hardware Materials,HW001,U002,U002,U002,490,750,10,VAT,inclusive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Open ended spanner size 24,OES218,code128,Hardware Materials,HW001,U002,U002,U002,370,650,10,VAT,inclusive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Open ended spanner size 19,OES19,code128,Hardware Materials,HW001,U002,U002,U002,220,550,10,VAT,inclusive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Open ended spanner size 13,OES11,code128,Hardware Materials,HW001,U002,U002,U002,150,450,10,VAT,inclusive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Open ended spanner size 11,OES9,code128,Hardware Materials,HW001,U002,U002,U002,130,350,10,VAT,inclusive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Open ended spanner size 9,OES7,code128,Hardware Materials,HW001,U002,U002,U002,120,250,10,VAT,inclusive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Open ended spanner size 7,OES221,code128,Hardware Materials,HW001,U002,U002,U002,120,230,10,VAT,inclusive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steel measuring tape,SSBH,code128,Hardware Materials,HW001,U002,U002,U002,450,1000,10,VAT,inclusive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shuer Bass headphone,ATCAD,code128,Hardware Materials,HW001,U002,U002,U002,250,350,10,VAT,inclusive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amaya travel charger AD026,ATCAD27,code128,Hardware Materials,HW001,U002,U002,U002,250,350,10,VAT,inclusive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amaya travel charger AD027,ATCAD28,code128,Hardware Materials,HW001,U002,U002,U002,300,400,10,VAT,inclusive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amaya travel charger AD028,ATCAD288,code128,Hardware Materials,HW001,U002,U002,U002,300,400,10,VAT,inclusive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amaya travel charger AD031,ATCAD31,code128,Hardware Materials,HW001,U002,U002,U002,300,400,10,VAT,inclusive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amaya travel charger AD012,ATCAD12,code128,Hardware Materials,HW001,U002,U002,U002,300,400,10,VAT,inclusive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1.5 FLEX WHITE,15FWE,code128,Hardware Materials,HW001,U002,U002,U002,21.1111,150,10,VAT,inclusive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
